;idequipos;modelo;area;marca;nombre_sede;categoria;fecha_registro;fecha_mant;observaciones
5291;2015;BK 3004;OWG-344;BOKANG;Pamplona;Fonendoscopio;19/08/2020;21/05/2021 10:14;Equipo en buen estado
5292;2813;BK 3004;OES-083;BOKANG;Santiago;Fonendoscopio;28/02/2021;29/04/2021 11:07;Funciona correctamente
5293;2828;BK 3004;OES 084;BOKANG;San Vicente De Paul Gramalote;Fonendoscopio;28/02/2021;23/04/2021 9:15;Funciona correctamente
5294;2922;BK 3004;OWN 283;BOKANG;Carmen de Nazareth;Fonendoscopio;1/03/2021;23/02/2021 7:43;Funciona correctamente
5295;1665;Pared;2213;BOKANG;Seccional Cúcuta;Tensiómetro;3/06/2020;11/06/2020 16:33;Funciona correctamente
5296;1665;Pared;2213;BOKANG;Seccional Cúcuta;Tensiómetro;3/06/2020;22/12/2020 14:59;Funciona correctamente
5297;1665;Pared;2213;BOKANG;Seccional Cúcuta;Tensiómetro;3/06/2020;29/06/2021 10:34;Funciona correctamente
5298;1164;Pediátrico ;Urgencias;EXACTA;SILOS;Tensiómetro;24/03/2020;29/03/2021 15:20;Equipo funcionando correctamente 
5299;1164;Pediátrico ;Urgencias;EXACTA;SILOS;Tensiómetro;24/03/2020;15/06/2021 15:05;Equipo en funcionamiento 
5300;1174;Genérico;Vacunación;CADENA DE FRIO;SILOS;Termómetro;24/03/2020;29/03/2021 15:56;Equipo funcionando correctamente 
5301;1174;Genérico;Vacunación;CADENA DE FRIO;SILOS;Termómetro;24/03/2020;15/06/2021 15:01;Equipo funcionando correctamente 
5302;1832;Genérico;Vacunación;CADENA DE FRIO;Seccional Ocaña;Termómetro;18/06/2020;19/06/2020 9:10;Funciona correctamente
5303;1832;Genérico;Vacunación;CADENA DE FRIO;Seccional Ocaña;Termómetro;18/06/2020;22/12/2020 11:40;Funciona correctamente
5304;1832;Genérico;Vacunación;CADENA DE FRIO;Seccional Ocaña;Termómetro;18/06/2020;30/06/2021 14:39;Funciona correctamente
5305;1833;Genérico;Almacén;CADENA DE FRIO;Seccional Cúcuta;Termómetro;18/06/2020;19/06/2020 9:10;Funciona correctamente
5306;1833;Genérico;Almacén;CADENA DE FRIO;Seccional Cúcuta;Termómetro;18/06/2020;22/12/2020 15:48;Funciona correctamente
5307;1833;Genérico;Almacén;CADENA DE FRIO;Seccional Cúcuta;Termómetro;18/06/2020;30/06/2021 14:34;Funciona correctamente
5308;1191;Genérico;Odontología;UNITED;MUTISCUA;Unidad Odontológica Portátil;24/03/2020;30/03/2021 16:33;Equipo funcionando correctamente 
5309;1191;Genérico;Odontología;UNITED;MUTISCUA;Unidad Odontológica Portátil;24/03/2020;4/06/2021 7:38;Equipo funcionando correctamente 
5310;1196;RF-32-BC;Vacunación;COMET;MUTISCUA;Nevera Vertical;24/03/2020;30/03/2021 16:42;Equipo funcionando correctamente 
5311;1196;RF-32-BC;Vacunación;COMET;MUTISCUA;Nevera Vertical;24/03/2020;4/06/2021 8:03;Equipo en funcionamiento 
5312;1216;XLITE3;Odontología;THREEH;PAMPLONITA;Lampara de Fotocurado;25/03/2020;25/08/2020 18:16;Funcionando correctamente
5313;1216;XLITE3;Odontología;THREEH;PAMPLONITA;Lampara de Fotocurado;25/03/2020;29/01/2021 11:32;equipo funcionando correctamente
5314;1216;XLITE3;Odontología;THREEH;PAMPLONITA;Lampara de Fotocurado;25/03/2020;29/07/2021 11:37;El equipo funciona correctamente 
5315;1253;Genérico;Esterilización;WAYNE;PAMPLONITA;Horno Esterilizador;25/03/2020;29/01/2021 10:36;equipo funcionando bien
5316;1253;Genérico;Esterilización;WAYNE;PAMPLONITA;Horno Esterilizador;25/03/2020;29/07/2021 11:31;El equipo funciona correctamente 
5317;1259;HBD-116;Vacunación;HAIER;PAMPLONITA;Nevera Horizontal;25/03/2020;29/01/2021 10:06;equipo funcionando correctamente
5318;1259;HBD-116;Vacunación;HAIER;PAMPLONITA;Nevera Horizontal;25/03/2020;29/07/2021 11:26;El equipo funciona correctamente 
5319;1285;DR 100e;Rx;AGFA;Pamplona;Rx Portátil;6/04/2020;11/06/2020 10:36;Equipo con garantía. Mantenimiento preventivo por parte del fabricante
5320;1285;DR 100e;Rx;AGFA;Pamplona;Rx Portátil;6/04/2020;17/09/2020 17:29;Equipo en garantía
;;;;;;;;;
"Equipo funcionando correctamente""";;;;;;;;;
5331;1314;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/10/2020 8:55;Equipo funcionando correctamente
5332;1315;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/04/2020 17:23;Equipo funcionando correctamente
"Aún no se usa en el servicio""";;;;;;;;;
5333;1315;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;14/07/2020 11:55;Ajuste de esfigmomanometro
"Equipo funcionando correctamente""";;;;;;;;;
5334;1315;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/10/2020 8:56;Equipo funcionando correctamente
5335;1316;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/04/2020 17:24;Equipo funcionando correctamente
"Aún no se usa en el servicio""";;;;;;;;;
5336;1316;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;14/07/2020 11:55;Equipo funcionando correctamente
5337;1316;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/10/2020 8:57;Equipo funcionando correctamente
5338;1316;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;28/01/2021 16:06;equipo funcionando correctamente
5339;1322;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;16/05/2020 11:47;Equipo funcionando correctamente
5340;1322;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;18/08/2020 16:05;Ajuste de esfigmomanometro
"Funcionando""";;;;;;;;;
5341;1322;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/11/2020 9:27;Equipo funcionando correctamente
5342;1322;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;20/05/2021 11:34;Equipo funcionando correctamente
5343;1323;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;16/05/2020 11:47;Equipo funcionando correctamente
5344;1323;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;18/08/2020 16:08;Equipo guardado. Funcionando
5345;1323;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/11/2020 9:28;Equipo funcionando correctamente
5346;1323;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;20/05/2021 11:35;Equipo en funcionamiento
5347;1324;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;16/05/2020 11:48;Equipo funcionando correctamente
5348;1324;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;18/08/2020 16:11;Equipo guardado. Funcionando
5349;1324;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/11/2020 9:28;Equipo funcionando correctamente
5350;1324;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;20/05/2021 11:35;Equipo en funcioamiento
5351;1325;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;16/05/2020 11:48;Equipo funcionando correctamente
5352;1325;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;18/08/2020 16:11;Equipo guardado. Funcionando
5353;1325;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;23/11/2020 9:29;Equipo funcionando correctamente
5354;1325;GZ-50;Estación Enfermería;LENZ;Pamplona;Tensiómetro;11/04/2020;20/05/2021 11:36;Equipo en funcionamiento
5355;1296;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;20/06/2020 9:17;Equipo funcionando correctamente
5356;1296;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;23/09/2020 21:00;Equipo funcionando correctamente
5357;1297;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;20/06/2020 9:18;Equipo funcionando correctamente
5358;1297;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;23/09/2020 21:01;Equipo no se encuentra en el servicio
5359;1298;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;20/06/2020 9:18;Equipo funcionando correctamente
5360;1298;GZ-50;Estación Enfermería;LENZ;Pamplona;Fonendoscopio;6/04/2020;23/09/2020 21:01;Equipo no se encuentra en el servicio
5361;1288;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;20/06/2020 11:15;Equipo requiere pilas AAA
5362;1288;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;23/09/2020 20:58;Equipo no se encuentra en el servicio
5363;1290;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;20/06/2020 11:17;Equipo ubicado en triage respiratorio. Funcionando correctamente
5364;1290;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;23/09/2020 20:58;Equipo no se encuentra en el servicio
5365;1292;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;20/06/2020 11:16;Equipo funcionando correctamente
5366;1293;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;20/06/2020 11:18;Equipo guardado. Funcionando correctamente
5367;1293;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;6/04/2020;23/09/2020 20:59;Equipo no se encuentra en el servicio
5368;1317;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/04/2020 17:28;Equipo funcionando correctamente
"Aún no se usa en el servicio""";;;;;;;;;
5369;1317;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;14/07/2020 11:56;Equipo funcionando correctamente
5370;1317;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/10/2020 9:32;Equipo funcionando correctamente
5371;1317;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;28/01/2021 16:09;equipo funcionando correctamente
5372;1317;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;16/07/2021 14:46;Equipo en funcionamiento
5373;1318;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/04/2020 17:26;Equipo funcionando correctamente
5374;1318;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;14/07/2020 11:56;Equipo funcionando correctamente
5375;1318;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;26/10/2020 10:01;Funcionando correctamente
5376;1319;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/04/2020 17:28;Equipo funcionando correctamente
"Aún no se usa en el servicio""";;;;;;;;;
5377;1319;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;14/07/2020 11:57;Equipo funcionando correctamente
5378;1319;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;26/10/2020 10:01;Funcionando correctamente
5379;1319;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;28/01/2021 16:08;equipo funcionando correctamente
5380;1320;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/04/2020 17:29;Equipo funcionando correctamente
"Aún no se usa en el servicio""";;;;;;;;;
5381;1320;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;14/07/2020 11:58;Equipo funcionando correctamente
5382;1320;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;26/10/2020 10:02;Funcionando correctamente
5383;1320;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;28/01/2021 16:08;equipo funcionando correctamente
5384;1320;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;16/07/2021 14:46;Equipo en funcionamiento
5385;1326;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;16/05/2020 11:49;Equipo funcionando correctamente
5386;1326;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;18/08/2020 16:10;Equipo guardado. Funcionando
5387;1326;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/11/2020 9:29;Equipo funcionando correctamente
5388;1326;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;20/05/2021 11:36;Equipo en funcionamiento
5389;1327;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;16/05/2020 11:50;Equipo funcionando correctamente
5390;1327;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;18/08/2020 16:09;Equipo guardado. Funcionando
5391;1327;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/11/2020 9:30;Equipo funcionando correctamente
5392;1327;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;20/05/2021 11:36;Equipo en buen estado
5393;1328;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;16/05/2020 11:50;Equipo funcionando correctamente
5394;1328;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;18/08/2020 15:52;Equipo se encuentra sin tapa protectora. Lectura de saturación de o2 con dificultad
5395;1328;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;23/11/2020 9:31;Equipo funcionando correctamente
5396;1328;GZ-88;Estación Enfermería;LENZ;Pamplona;Oximetro;11/04/2020;20/05/2021 11:37;Equipo en funcionamiento
5397;1289;GZ-805;Estación Enfermería;LENZ;Pamplona;Tensiómetro;6/04/2020;20/06/2020 9:16;Equipo funcionando correctamente
5398;1289;GZ-805;Estación Enfermería;LENZ;Pamplona;Tensiómetro;6/04/2020;23/09/2020 19:25;Pilas AA malas
"Equipo con cargador funcionando""";;;;;;;;;
5399;1291;GZ-805;Estación Enfermería;LENZ;Pamplona;Tensiómetro;6/04/2020;20/06/2020 9:16;Equipo funcionando correctamente
5400;1291;GZ-805;Estación Enfermería;LENZ;Pamplona;Tensiómetro;6/04/2020;23/09/2020 19:26;Equipo sin cargador
"Funcionando correctamente""";;;;;;;;;
5401;1287;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;6/04/2020;20/06/2020 9:16;Equipo requiere pilas AA
5402;1287;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;6/04/2020;23/09/2020 20:57;Equipo no se encuentra en el servicio
5403;1287;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;6/04/2020;16/07/2021 14:45;Equipo en funcionamiento
5404;1321;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;11/04/2020;23/04/2020 16:50;Equipo funcionando correctamente
5405;1321;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;11/04/2020;14/07/2020 12:00;Equipo funcionando correctamente
5406;1321;GZ-10;Estación Enfermería;LENZ;Pamplona;Equipo de Órganos;11/04/2020;26/10/2020 10:03;Equipo guardado
;;;;;;;;;
5413;3398;PARED;Consulta Externa;L&W;Castro;Tensiómetro;22/03/2021;12/03/2021 15:07;Funciona correctamente
5414;3431;PARED;Urgencias;L&W;Arboledas;Tensiómetro;22/03/2021;11/03/2021 14:32;Funciona correctamente
5415;3445;PARED;Urgencias;L&W;Arboledas;Tensiómetro;22/03/2021;11/03/2021 14:46;Funciona correctamente
;;;;;;;;;
5417;2962;BOBCAT PRO;Odontología;DENTSPLY;San Cayetano;Scaler Ultrasonico;1/03/2021;26/07/2021 13:04;Funciona correctamente
5418;2049;ADULTO;OWG-899;TENSOMED;Pamplona;Tensiómetro;19/08/2020;24/08/2020 9:12;Equipo funcionando correctamente
5419;2049;ADULTO;OWG-899;TENSOMED;Pamplona;Tensiómetro;19/08/2020;23/11/2020 12:29;Equipo funcionando
5420;2049;ADULTO;OWG-899;TENSOMED;Pamplona;Tensiómetro;19/08/2020;28/05/2021 8:08;Equipo funcionando correctamente 
5421;2687;ADULTO;Odontología;TENSOMED;Tibú;Tensiómetro;6/02/2021;25/02/2021 16:21;Funciona correctamente
5422;2687;ADULTO;Odontología;TENSOMED;Tibú;Tensiómetro;6/02/2021;24/06/2021 22:38;Funciona correctamente
5423;3460;PORTATIL;OES 073;SILFAB;Castro;Aspirador de Secreciones;22/03/2021;12/03/2021 15:12;Funciona correctamente
5424;1648;Genérico ;2212;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;11/06/2020 16:23;Funciona correctamente
5425;1648;Genérico ;2212;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;22/12/2020 9:35;Funciona correctamente 
5426;1648;Genérico ;2212;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;29/06/2021 13:48;Funciona correctamente
5427;1664;Genérico ;2213;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;11/06/2020 16:42;Funciona correctamente
5428;1664;Genérico ;2213;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;22/12/2020 14:57;Funciona correctamente
5429;1664;Genérico ;2213;ASSIST;Seccional Cúcuta;Flujometro;3/06/2020;29/06/2021 10:37;Funciona correctamente
5430;1645;0-15 LPM;2212;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;11/06/2020 16:16;Funciona correctamente
5431;1645;0-15 LPM;2212;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;22/12/2020 9:39;Funciona correctamente
5432;1645;0-15 LPM;2212;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;29/06/2021 13:57;Funciona correctamente
5433;1667;0-15 LPM;2213;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;11/06/2020 16:35;Funciona correctamente
5434;1667;0-15 LPM;2213;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;22/12/2020 15:11;Funciona correctamente 
5435;1667;0-15 LPM;2213;THE RESPIRATORY;Seccional Cúcuta;Regulador De Oxigeno;3/06/2020;29/06/2021 11:26;Funciona correctamente
5436;3608;0-15 LPM;Estación Enfermería;THE RESPIRATORY;Pamplona;Regulador De Oxigeno;8/04/2021;15/05/2021 21:19;Equipo funcionando correctamente 
5437;3609;0-15 LPM;Estación Enfermería;THE RESPIRATORY;Pamplona;Regulador De Oxigeno;8/04/2021;15/05/2021 21:20;Equipo funcionando correctamente 
5438;2973;M-1600DR;Laboratorio;WIENER LAB;San Cayetano;Analizador de Química;1/03/2021;26/07/2021 15:02;Equipo requiere cambio de manguera de bomba peristaltica y lámpara 
"A la espera de repuesto""";;;;;;;;;
5439;3154;LC-04S;Laboratorio;SCIENTIFIC;Salazar;Centrifuga;2/03/2021;7/05/2021 17:23;Funciona correctamente
5440;3418;LC-04S;Laboratorio;SCIENTIFIC;Arboledas;Centrifuga;22/03/2021;11/03/2021 14:57;Funciona correctamente
5441;3158;M24;Laboratorio;SCIENTIFIC;Salazar;Microcentrifuga;2/03/2021;7/05/2021 17:24;Funciona correctamente
5442;3406;profesional;Laboratorio;SCIENTIFIC;Arboledas;Microscopio Binocular;22/03/2021;11/03/2021 15:00;Equipo requiere cambio de cable AC, 
;;;;;;;;;
;;;;;;;;;
Verificación de batería.;;;;;;;;;
"Prueba de funcionamiento en todos los modos""";;;;;;;;;
5484;1642;GM-320;Vacunación;THERMOMETER;Seccional Cúcuta;Termómetro Infrarrojo;3/06/2020;22/12/2020 10:02;Funciona correctamente 
5485;1642;GM-320;Vacunación;THERMOMETER;Seccional Cúcuta;Termómetro Infrarrojo;3/06/2020;30/06/2021 13:10;Funciona correctamente
5486;1799;Genérico ;2213;ALFASAFE;Seccional Cúcuta;Termómetro;9/06/2020;11/06/2020 17:07;Funciona correctamente
5487;1799;Genérico ;2213;ALFASAFE;Seccional Cúcuta;Termómetro;9/06/2020;22/12/2020 11:51;Funciona correctamente
5488;1799;Genérico ;2213;ALFASAFE;Seccional Cúcuta;Termómetro;9/06/2020;29/06/2021 13:46;Funciona correctamente
5489;1615;BP-1319;Almacén;AIRIAL;Seccional Cúcuta;Tensiómetro;3/06/2020;9/06/2020 11:28;Funciona correctamente 
5490;1615;BP-1319;Almacén;AIRIAL;Seccional Cúcuta;Tensiómetro;3/06/2020;22/12/2020 11:31;Funciona correctamente
5491;1712;HS-189C;Vacunación;Rania ;Seccional Ocaña;Nevera Horizontal;8/06/2020;29/12/2020 9:14;Funciona correctamente
5492;1712;HS-189C;Vacunación;Rania ;Seccional Ocaña;Nevera Horizontal;8/06/2020;30/06/2021 14:43;Funciona correctamente
5493;1716;HS-189C;Vacunación;Rania ;Seccional Cúcuta;Nevera Horizontal;8/06/2020;9/06/2020 16:16;Funciona correctamente
5494;1716;HS-189C;Vacunación;Rania ;Seccional Cúcuta;Nevera Horizontal;8/06/2020;22/12/2020 9:49;Funciona correctamente 
5495;1716;HS-189C;Vacunación;Rania ;Seccional Cúcuta;Nevera Horizontal;8/06/2020;30/06/2021 13:24;Funciona correctamente
5496;1756;CN-02WW;Observación;DM;El Tarra;Nebulizador;9/06/2020;17/03/2021 8:23;Funciona correctamente
5497;1757;CN-02WW;Sala ERA;DM;El Tarra;Nebulizador;9/06/2020;17/03/2021 16:11;Funciona correctamente
5498;2543;UDS-KLED;Odontología;WOODPECKER;El Tarra;Scaler Ultrasonico;11/11/2020;17/03/2021 11:53;Electroválvula de paso de agua requiere cambio. 
;;;;;;;;;
"Equipo funcionando""";;;;;;;;;
5527;2024;Genérico ;OWG-895;ASSISTE;Pamplona;Aspirador de Secreciones;19/08/2020;23/11/2020 12:35;Equipo funcionando correctamente
5528;2024;Genérico ;OWG-895;ASSISTE;Pamplona;Aspirador de Secreciones;19/08/2020;20/05/2021 11:48;Equipo funcionando correctamente 
5529;2589;Genérico ;OES 033;ASSISTE;Sardinata;Aspirador de Secreciones;26/11/2020;30/04/2021 10:09;Funciona correctamente
5530;2601;Genérico ;OES 097;ASSISTE;Sardinata;Aspirador de Secreciones;26/11/2020;30/04/2021 9:47;Funciona correctamente
5531;2606;Genérico ;OEU 873;ASSISTE;Sardinata;Aspirador de Secreciones;26/11/2020;30/04/2021 10:20;Funciona correctamente
5532;2613;Genérico ;OES 064;ASSISTE;Sardinata;Aspirador de Secreciones;26/11/2020;30/04/2021 10:44;Funciona correctamente
5533;3173;UNIK 500;Odontología;KAVO;Salazar;Pieza de Baja Velocidad;2/03/2021;7/05/2021 15:51;Funciona correctamente
5534;3116;100-1000ul;Laboratorio;BIO-HIT;Lourdes;Micropipeta;2/03/2021;23/04/2021 15:19;Eyector de puntas partido
"Variador de volumen requiere cambio """;;;;;;;;;
5535;3119;10-100 UL;Laboratorio;BIO-HIT;Lourdes;Micropipeta;2/03/2021;23/04/2021 15:21;Funciona correctamente
5536;823;Genérico ;PYP;MEDIC;La Gabarra;Tensiómetro;29/01/2020;26/05/2021 16:59;Funciona correctamente
5537;2094;Genérico ;Reanimación;MEDIC;Las Mercedes;Tensiómetro;10/09/2020;11/12/2020 21:06;Funcionando correctamente
5538;2094;Genérico ;Reanimación;MEDIC;Las Mercedes;Tensiómetro;10/09/2020;28/04/2021 9:26;Funciona correctamente
5539;2095;Genérico ;Consultorio 1;MEDIC;Las Mercedes;Tensiómetro;10/09/2020;11/12/2020 21:12;Funciona correctamente
5540;2095;Genérico ;Consultorio 1;MEDIC;Las Mercedes;Tensiómetro;10/09/2020;28/04/2021 12:44;Funciona correctamente
5541;2432;Genérico ;Extramural;MEDIC;Sardinata;Tensiómetro;27/10/2020;29/04/2021 13:18;Funciona correctamente
5542;2591;Genérico ;OES 033;MEDIC;Sardinata;Tensiómetro;26/11/2020;30/04/2021 10:09;Funciona correctamente
5543;3189;CMS150;Consultorio 3;MEDIC;Salazar;Doppler fetal;2/03/2021;7/05/2021 19:42;Funciona correctamente
5544;3190;CMS150;Consultorio 3;MEDIC;Salazar;Doppler fetal;2/03/2021;7/05/2021 19:42;Equipo sin transductor 
5545;2102;VG70;Cubículo 219;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 21:07;Equipo funcionando correctamente 
5546;2103;VG70;Cubículo 207;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 19:19;Equipo funcionando correctamente 
5547;2104;VG70;Cubículo 202;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 18:58;Equipo funcionando correctamente 
5548;2105;VG70;Cubículo 216;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 20:57;Equipo funcionando correctamente 
5549;2106;VG70;Cubículo 204;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 19:07;Equipo funcionando correctamente 
5550;2107;VG70;Cubículo 201;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 11:12;Equipo funcionando correctamente
5551;2108;VG70;Cubículo 205;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 19:11;Equipo funcionando correctamente 
5552;2109;VG70;Cubículo 214;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 20:49;Equipo funcionando correctamente 
5553;2110;VG70;Cubículo 217;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 21:00;Equipo funcionando correctamente 
5554;2111;VG70;Cubículo 206;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 19:15;Equipo funcionando correctamente 
5555;2113;VG70;Cubículo 218;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 21:03;Equipo funcionando correctamente 
5556;2114;VG70;Cubículo 213;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 20:45;Equipo funcionando correctamente 
5557;2115;VG70;Cubículo 203;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 19:03;Equipo funcionando correctamente 
5558;2116;VG70;Cubículo 215;Aeonmed;Pamplona;Ventilador Mecánico;18/09/2020;15/05/2021 20:53;Equipo funcionando correctamente 
5559;2380;VG70;Cubículo 208;Aeonmed;Pamplona;Ventilador Mecánico;8/10/2020;15/05/2021 20:29;Equipo funcionando correctamente 
5560;2164;EN-V7;Cubículo 211;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:39;Equipo funcionando correctamente 
5561;2165;EN-V7;Cubículo 213;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:45;Equipo funcionando correctamente 
5562;2166;EN-V7;Cubículo 213;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:45;Equipo funcionando correctamente 
5563;2167;EN-V7;Cubículo 216;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:57;Equipo funcionando correctamente 
5564;2168;EN-V7;Cubículo 211;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:40;Equipo funcionando correctamente 
5565;2169;EN-V7;Cubículo 212;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 20:42;Equipo funcionando correctamente 
5566;2175;EN-V7;Cubículo 217;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 21:00;Equipo funcionando correctamente 
5567;2176;EN-V7;Cubículo 204;ENMIND;Pamplona;Bomba de Infusión;24/09/2020;15/05/2021 19:07;Equipo funcionando correctamente 
